filepath,caption
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4780_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_284_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7693_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4511_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4763_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5882_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8283_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6390_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6622_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5384_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5134_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9211_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8555_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6460_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8552_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9063_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5911_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6505_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8743_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8614_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7135_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3645_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3570_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7922_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9900_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_22_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7401_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1124_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4791_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6003_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4753_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2353_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9073_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5345_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8633_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1113_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2002_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_131_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4982_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5414_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4414_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6451_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6840_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4925_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2061_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1580_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8832_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9652_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2222_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1913_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3842_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7540_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1591_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7681_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2064_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3545_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9010_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4834_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_781_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6992_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3541_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6654_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6605_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6160_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9695_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9062_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4122_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1031_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4642_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3425_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3025_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_905_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8713_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5822_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6720_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7904_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6683_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1800_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8465_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6881_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_192_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1011_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8835_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1993_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5641_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5964_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5595_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8764_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_20_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6934_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5965_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4705_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7880_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2370_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7255_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4000_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5803_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4093_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7431_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_582_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1310_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3592_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6642_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9985_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5191_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3045_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6772_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7201_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9304_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_35_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2425_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4604_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_925_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_92_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5763_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8051_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5945_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4685_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7153_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2560_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3471_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4995_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8412_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8441_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7283_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7251_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3204_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2912_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9955_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1204_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3595_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1401_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2185_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4443_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_602_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7513_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2902_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8714_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5405_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2053_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_311_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5333_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_175_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8841_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7834_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7820_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3173_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1850_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_832_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_945_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8630_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2231_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_715_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5463_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6601_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5934_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9442_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6554_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6770_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2574_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4361_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5514_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8965_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9070_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_305_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1471_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_801_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9483_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3523_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7903_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3725_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2945_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_382_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_790_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7114_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4952_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7773_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7091_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_592_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7362_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4583_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9993_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9411_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8422_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6062_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9913_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9570_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1152_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1905_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4683_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1273_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9255_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7931_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3975_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3350_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7730_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8673_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1210_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_694_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9994_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2411_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4545_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3675_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3401_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5220_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7350_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1672_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8972_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8452_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8692_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7203_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3700_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_265_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4202_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3081_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2391_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3334_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3510_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1872_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4163_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6290_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1664_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4041_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3765_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6393_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2441_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3601_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9091_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_873_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1435_train.png,H
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8044_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5593_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4815_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1044_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2554_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3460_train.png,D
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1575_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8952_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_3302_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4412_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_1954_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7204_train.png,C
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5093_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_8333_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_982_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_7412_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_6325_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_2973_train.png,E
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9283_train.png,G
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_660_train.png,B
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_4074_train.png,F
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5124_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_9565_train.png,A
./train/./RAVEN-10000/in_center_single_out_center_single/RAVEN_5830_train.png,F
